2025-05-18 17:44:31,232 - MapData - INFO - マップデータの読み込みを開始: /Users/eightman/Documents/Paradox Interactive/Hearts of Iron IV/mod/SSW_mod
2025-05-18 17:44:31,233 - MapData - INFO - プロヴィンス定義ファイルを読み込み中: /Users/eightman/Documents/Paradox Interactive/Hearts of Iron IV/mod/SSW_mod/map/definition.csv
2025-05-18 17:44:31,234 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=1, RGB=(230,81,119), タイプ=lake, 沿岸=False
2025-05-18 17:44:31,234 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=2, RGB=(0,0,55), タイプ=land, 沿岸=False
2025-05-18 17:44:31,234 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=3, RGB=(0,0,205), タイプ=land, 沿岸=False
2025-05-18 17:44:31,234 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=4, RGB=(0,0,232), タイプ=sea, 沿岸=True
2025-05-18 17:44:31,234 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=5, RGB=(0,2,240), タイプ=sea, 沿岸=False
2025-05-18 17:44:31,235 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=6, RGB=(0,3,20), タイプ=land, 沿岸=False
2025-05-18 17:44:31,235 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=7, RGB=(0,3,170), タイプ=land, 沿岸=False
2025-05-18 17:44:31,235 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=8, RGB=(0,3,225), タイプ=land, 沿岸=False
2025-05-18 17:44:31,235 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=9, RGB=(0,4,248), タイプ=sea, 沿岸=False
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=10, RGB=(0,6,85), タイプ=land, 沿岸=False
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=11, RGB=(0,6,135), タイプ=land, 沿岸=False
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=12, RGB=(0,6,190), タイプ=land, 沿岸=False
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=13, RGB=(0,8,244), タイプ=sea, 沿岸=False
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=14, RGB=(0,9,155), タイプ=land, 沿岸=True
2025-05-18 17:44:31,236 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=15, RGB=(0,9,200), タイプ=land, 沿岸=False
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=16, RGB=(0,10,232), タイプ=sea, 沿岸=True
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=17, RGB=(0,12,15), タイプ=land, 沿岸=False
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=18, RGB=(0,12,165), タイプ=land, 沿岸=False
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=19, RGB=(0,12,240), タイプ=sea, 沿岸=False
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=20, RGB=(0,14,248), タイプ=sea, 沿岸=True
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=21, RGB=(0,15,80), タイプ=land, 沿岸=True
2025-05-18 17:44:31,237 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=22, RGB=(0,15,130), タイプ=land, 沿岸=True
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=23, RGB=(0,15,185), タイプ=land, 沿岸=False
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=24, RGB=(0,15,236), タイプ=sea, 沿岸=True
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=25, RGB=(0,17,244), タイプ=sea, 沿岸=False
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=26, RGB=(0,18,45), タイプ=land, 沿岸=False
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=27, RGB=(0,18,150), タイプ=land, 沿岸=False
2025-05-18 17:44:31,238 - MapData - DEBUG - プロヴィンス定義を読み込み: ID=28, RGB=(0,19,240), タイプ=sea, 沿岸=True
